suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,device,hostname
OPF-polar,pglib_opf_case162_ieee_dtc.m,pglib_opf_case162_ieee_dtc.m,ExaModels,1484,2313,8869,12832,3.4805e-5,0.000261311,3.4985e-5,0.000211471,0.0002362,NaN,NaN,NaN,0.004449792,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case179_goc.m,pglib_opf_case179_goc.m,ExaModels,1468,2200,8307,11959,3.5033e-5,0.000262942,3.5145e-5,0.000207941,0.000233413,NaN,NaN,NaN,0.004487895,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case197_snem.m,pglib_opf_case197_snem.m,ExaModels,1608,2397,9045,13013,3.5037e-5,0.000264492,3.6284e-5,0.000210983,0.000235389,NaN,NaN,NaN,0.004612764,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case200_activ.m,pglib_opf_case200_activ.m,ExaModels,1456,2116,7827,11218,3.4927e-5,0.000273581,3.5191e-5,0.000209754,0.000233455,NaN,NaN,NaN,0.004721852,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case240_pserc.m,pglib_opf_case240_pserc.m,ExaModels,2558,3617,14207,20335,3.5251e-5,0.000271561,3.5369e-5,0.000210863,0.000233849,NaN,NaN,NaN,0.005305459,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case300_ieee.m,pglib_opf_case300_ieee.m,ExaModels,2382,3478,13069,18753,3.5085e-5,0.000265553,3.5285e-5,0.00021087,0.000232624,NaN,NaN,NaN,0.005111137,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case500_goc.m,pglib_opf_case500_goc.m,ExaModels,4254,6097,23183,33203,3.5229e-5,0.000266851,3.5519e-5,0.000215188,0.000236184,NaN,NaN,NaN,0.006691238,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case588_sdet.m,pglib_opf_case588_sdet.m,ExaModels,4110,5979,21947,31455,3.5668e-5,0.000263058,3.5456e-5,0.000213138,0.000237962,NaN,NaN,NaN,0.006412845,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,ExaModels,5432,7978,29171,41855,3.609e-5,0.000269093,3.5452e-5,0.000226014,0.000237977,NaN,NaN,NaN,0.007609082,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case1354_pegase.m,pglib_opf_case1354_pegase.m,ExaModels,11192,16646,62959,90572,0.000179232,0.000272805,3.5394e-5,0.000215619,0.000235072,NaN,NaN,NaN,0.010997957,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case1803_snem.m,pglib_opf_case1803_snem.m,ExaModels,15246,23172,87917,126816,3.8037e-5,0.000273817,3.5603e-5,0.00021573,0.000238038,NaN,NaN,NaN,0.013510089,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case1888_rte.m,pglib_opf_case1888_rte.m,ExaModels,14480,21494,80287,115430,3.5656e-5,0.000279131,3.5547e-5,0.00021904,0.000256935,NaN,NaN,NaN,0.013385097,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case1951_rte.m,pglib_opf_case1951_rte.m,ExaModels,15018,22075,82515,118492,3.8039e-5,0.000274757,3.7071e-5,0.000217487,0.000237851,NaN,NaN,NaN,0.013858248,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2000_goc.m,pglib_opf_case2000_goc.m,ExaModels,19008,29432,113467,164090,3.555e-5,0.000272875,3.5769e-5,0.000214614,0.000244512,NaN,NaN,NaN,0.016316515,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2312_goc.m,pglib_opf_case2312_goc.m,ExaModels,17128,25716,95467,137422,3.5306e-5,0.00027071,3.5757e-5,0.000214645,0.000237733,NaN,NaN,NaN,0.015384653,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2383wp_k.m,pglib_opf_case2383wp_k.m,ExaModels,17004,25039,92301,132517,3.5818e-5,0.000273075,3.7009e-5,0.000218192,0.000238965,NaN,NaN,NaN,0.014784325,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2736sp_k.m,pglib_opf_case2736sp_k.m,ExaModels,19088,28356,104083,149578,3.5217e-5,0.00026756,3.5402e-5,0.000215827,0.000238271,NaN,NaN,NaN,0.016661364,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2737sop_k.m,pglib_opf_case2737sop_k.m,ExaModels,18988,28358,103983,149529,3.5254e-5,0.000267193,3.5729e-5,0.000215659,0.000243552,NaN,NaN,NaN,0.016556125,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2742_goc.m,pglib_opf_case2742_goc.m,ExaModels,24540,38196,146039,211278,3.6951e-5,0.000271506,3.6343e-5,0.000216361,0.000241913,NaN,NaN,NaN,0.018880799,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2746wop_k.m,pglib_opf_case2746wop_k.m,ExaModels,19582,28642,105565,151431,3.5724e-5,0.000268931,3.5907e-5,0.000215342,0.000237228,NaN,NaN,NaN,0.01713935,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2746wp_k.m,pglib_opf_case2746wp_k.m,ExaModels,19520,28446,104775,150224,5.8384e-5,0.000280602,3.621e-5,0.00021567,0.000238267,NaN,NaN,NaN,0.017053755,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,ExaModels,21822,32129,119999,172351,3.6352e-5,0.000274781,3.631e-5,0.000217328,0.000240123,NaN,NaN,NaN,0.018451724,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,ExaModels,23028,33154,124975,179049,5.3659e-5,0.00027303,3.6788e-5,0.000219246,0.00024085,NaN,NaN,NaN,0.019336454,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,ExaModels,22090,32393,121099,173849,3.5976e-5,0.000270563,3.5694e-5,0.000215252,0.000243345,NaN,NaN,NaN,0.01873305,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,ExaModels,25086,37813,144219,207856,3.7329e-5,0.00027567,3.82e-5,0.000235513,0.000272468,NaN,NaN,NaN,0.020333336,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,ExaModels,21082,31029,113955,163577,3.804e-5,0.000296859,3.784e-5,0.000267006,0.000259132,NaN,NaN,NaN,0.020381435,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,ExaModels,23238,34990,130749,188311,3.7374e-5,0.000363851,3.7364e-5,0.000276939,0.00025305,NaN,NaN,NaN,0.022864556,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,ExaModels,21608,32092,117627,169030,3.7774e-5,0.000384824,3.7373e-5,0.00027922,0.000249484,NaN,NaN,NaN,0.021153538,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case3375wp_k.m,pglib_opf_case3375wp_k.m,ExaModels,24350,35876,132537,190311,3.7707e-5,0.000363249,3.785e-5,0.000222238,0.000272362,NaN,NaN,NaN,0.023827483,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,ExaModels,35270,54428,207937,300527,3.8721e-5,0.000291267,3.696e-5,0.000226722,0.000241558,NaN,NaN,NaN,0.026506959,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case4020_goc.m,pglib_opf_case4020_goc.m,ExaModels,36696,56957,218385,315864,3.6672e-5,0.000284045,3.5891e-5,0.000218993,0.000239525,NaN,NaN,NaN,0.027242052,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,ExaModels,38814,59596,225989,326366,3.5844e-5,0.00027488,3.5913e-5,0.000217821,0.00024294,NaN,NaN,NaN,0.029139108,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,ExaModels,42532,66289,254433,368185,3.5875e-5,0.000271881,3.5869e-5,0.000215462,0.000237871,NaN,NaN,NaN,0.031730174,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,ExaModels,34758,51302,190681,273914,3.6366e-5,0.000265789,3.6333e-5,0.000219464,0.000241377,NaN,NaN,NaN,0.027021271,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,ExaModels,41398,64030,243289,351666,3.5528e-5,0.000270286,3.5433e-5,0.00021688,0.000242412,NaN,NaN,NaN,0.029274542,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case4917_goc.m,pglib_opf_case4917_goc.m,ExaModels,37872,56917,212749,306345,3.6592e-5,0.000270812,3.6118e-5,0.000216042,0.000242391,NaN,NaN,NaN,0.029828632,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case5658_epigrids.m,pglib_opf_case5658_epigrids.m,ExaModels,48552,74821,284425,410958,3.5685e-5,0.000280685,3.59e-5,0.00021538,0.000238691,NaN,NaN,NaN,0.034634607,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case6468_rte.m,pglib_opf_case6468_rte.m,ExaModels,49734,75937,283735,409335,3.574e-5,0.000272182,3.5768e-5,0.000215104,0.000239129,NaN,NaN,NaN,0.038652177,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,ExaModels,50482,75976,284613,409921,3.6344e-5,0.000271334,3.6719e-5,0.0002184,0.00024298,NaN,NaN,NaN,0.038534578,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case6495_rte.m,pglib_opf_case6495_rte.m,ExaModels,50426,76124,284921,410506,3.6158e-5,0.000270481,3.6103e-5,0.000214953,0.000240611,NaN,NaN,NaN,0.03886493,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,ExaModels,50546,76290,285509,411342,3.5913e-5,0.000268529,3.6114e-5,0.000217111,0.000238474,NaN,NaN,NaN,0.04014304,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case7336_epigrids.m,pglib_opf_case7336_epigrids.m,ExaModels,62116,95306,361611,522192,3.6212e-5,0.000280119,3.6286e-5,0.000213539,0.000239934,NaN,NaN,NaN,0.044095491,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case8387_pegase.m,pglib_opf_case8387_pegase.m,ExaModels,78748,118702,457335,659323,5.3098e-5,0.000290326,3.5882e-5,0.000217675,0.000238665,NaN,NaN,NaN,0.058157451,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case9241_pegase.m,pglib_opf_case9241_pegase.m,ExaModels,85568,130826,502843,726083,5.3701e-5,0.000286069,3.5609e-5,0.000215536,0.000238076,NaN,NaN,NaN,0.058124195,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case9591_goc.m,pglib_opf_case9591_goc.m,ExaModels,83572,130588,497363,719807,3.8169e-5,0.000283431,3.7169e-5,0.000214234,0.000240178,NaN,NaN,NaN,0.056777282,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case10000_goc.m,pglib_opf_case10000_goc.m,ExaModels,76804,112352,419823,602508,5.2008e-5,0.000281403,3.5691e-5,0.000217478,0.000241284,NaN,NaN,NaN,0.055493355,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case10192_epigrids.m,pglib_opf_case10192_epigrids.m,ExaModels,89850,139456,532137,769576,3.6287e-5,0.000289575,3.6178e-5,0.000217003,0.000244117,NaN,NaN,NaN,0.061286494,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case10480_goc.m,pglib_opf_case10480_goc.m,ExaModels,96750,150874,579285,838333,5.5714e-5,0.00028549,3.8081e-5,0.000215827,0.000241177,NaN,NaN,NaN,0.065440531,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case13659_pegase.m,pglib_opf_case13659_pegase.m,ExaModels,117370,170588,649513,931958,5.2975e-5,0.000286545,3.5879e-5,0.000218191,0.000240091,NaN,NaN,NaN,0.083179462,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case19402_goc.m,pglib_opf_case19402_goc.m,ExaModels,179562,281733,1081867,1566751,5.3487e-5,0.000283633,3.7403e-5,0.000226609,0.00035058,NaN,NaN,NaN,0.115870413,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case20758_epigrids.m,pglib_opf_case20758_epigrids.m,ExaModels,179236,274918,1046155,1510782,5.531e-5,0.000290795,3.5812e-5,0.000224369,0.000341872,NaN,NaN,NaN,0.120663617,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case24464_goc.m,pglib_opf_case24464_goc.m,ExaModels,203374,313641,1186591,1714423,5.4087e-5,0.000282741,3.568e-5,0.000237833,0.000357996,NaN,NaN,NaN,0.135440863,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case30000_goc.m,pglib_opf_case30000_goc.m,ExaModels,208624,307752,1128843,1620818,5.3431e-5,0.000284273,3.5946e-5,0.000233839,0.000359414,NaN,NaN,NaN,0.145826356,CUDA-Quadro GV100,shin-compute-001
OPF-polar,pglib_opf_case78484_epigrids.m,pglib_opf_case78484_epigrids.m,ExaModels,674562,1039062,3950953,5708389,5.6046e-5,0.000629245,2.8252e-5,0.000550091,0.000851876,NaN,NaN,NaN,0.525995385,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case3_lmbd.m,pglib_opf_case3_lmbd.m,ExaModels,24,31,122,150,2.8165e-5,0.000272097,2.6446e-5,0.00021396,0.000234885,NaN,NaN,NaN,0.002312068,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case5_pjm.m,pglib_opf_case5_pjm.m,ExaModels,44,58,234,290,3.1131e-5,0.000277862,2.777e-5,0.000216777,0.000235963,NaN,NaN,NaN,0.002374976,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case14_ieee.m,pglib_opf_case14_ieee.m,ExaModels,118,183,736,932,3.0838e-5,0.000282009,2.7859e-5,0.000213812,0.000235163,NaN,NaN,NaN,0.002484643,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case24_ieee_rts.m,pglib_opf_case24_ieee_rts.m,ExaModels,266,339,1428,1776,3.0656e-5,0.000281329,2.8116e-5,0.000216506,0.000236008,NaN,NaN,NaN,0.002658362,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case30_ieee.m,pglib_opf_case30_ieee.m,ExaModels,236,378,1506,1911,3.0704e-5,0.00028214,2.7915e-5,0.000218198,0.000236537,NaN,NaN,NaN,0.002568519,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case30_as.m,pglib_opf_case30_as.m,ExaModels,236,378,1506,1911,3.0654e-5,0.000273796,2.7882e-5,0.00021665,0.000236219,NaN,NaN,NaN,0.00256075,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case39_epri.m,pglib_opf_case39_epri.m,ExaModels,282,440,1728,2179,3.0773e-5,0.000276201,2.774e-5,0.000217126,0.000236317,NaN,NaN,NaN,0.002583307,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case57_ieee.m,pglib_opf_case57_ieee.m,ExaModels,448,732,2918,3712,3.0723e-5,0.000286671,2.8137e-5,0.000217258,0.000236496,NaN,NaN,NaN,0.002775018,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case60_c.m,pglib_opf_case60_c.m,ExaModels,518,797,3224,4082,3.0651e-5,0.000275959,2.7962e-5,0.000216366,0.000235435,NaN,NaN,NaN,0.002811798,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case73_ieee_rts.m,pglib_opf_case73_ieee_rts.m,ExaModels,824,1060,4478,5580,3.7492e-5,0.000320903,3.7242e-5,0.000251491,0.000271665,NaN,NaN,NaN,0.00337548,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case89_pegase.m,pglib_opf_case89_pegase.m,ExaModels,1042,1738,7280,9369,3.7473e-5,0.000314503,3.6329e-5,0.000255195,0.000274772,NaN,NaN,NaN,0.004107196,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case118_ieee.m,pglib_opf_case118_ieee.m,ExaModels,1088,1657,6770,8577,3.7336e-5,0.000321785,3.6645e-5,0.000252999,0.000273846,NaN,NaN,NaN,0.004239007,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case162_ieee_dtc.m,pglib_opf_case162_ieee_dtc.m,ExaModels,1484,2475,10086,12915,3.7503e-5,0.000312293,3.6494e-5,0.00025323,0.000273783,NaN,NaN,NaN,0.004490501,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case179_goc.m,pglib_opf_case179_goc.m,ExaModels,1468,2379,9550,12152,3.7424e-5,0.000320734,3.6492e-5,0.000253241,0.000276458,NaN,NaN,NaN,0.004525321,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case197_snem.m,pglib_opf_case197_snem.m,ExaModels,1608,2594,10406,13232,3.7308e-5,0.000319869,3.626e-5,0.000252407,0.000275015,NaN,NaN,NaN,0.004689909,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case200_activ.m,pglib_opf_case200_activ.m,ExaModels,1456,2316,9118,11531,3.731e-5,0.000316891,3.6581e-5,0.000255008,0.000275953,NaN,NaN,NaN,0.004630933,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case240_pserc.m,pglib_opf_case240_pserc.m,ExaModels,2558,3857,16064,20402,3.7602e-5,0.000325192,3.6636e-5,0.000254794,0.000276716,NaN,NaN,NaN,0.005324064,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case300_ieee.m,pglib_opf_case300_ieee.m,ExaModels,2382,3778,15092,19134,3.7313e-5,0.000317646,3.6797e-5,0.000254155,0.000276624,NaN,NaN,NaN,0.005162143,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case500_goc.m,pglib_opf_case500_goc.m,ExaModels,4254,6597,26640,33750,3.7806e-5,0.000323668,3.6902e-5,0.000256516,0.000278986,NaN,NaN,NaN,0.006631396,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case588_sdet.m,pglib_opf_case588_sdet.m,ExaModels,4110,6567,25672,32438,3.6973e-5,0.000324945,3.6656e-5,0.00025638,0.000278309,NaN,NaN,NaN,0.006469915,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,ExaModels,5432,8771,34170,43204,3.7109e-5,0.000319469,3.663e-5,0.000258636,0.000279848,NaN,NaN,NaN,0.007621333,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case1354_pegase.m,pglib_opf_case1354_pegase.m,ExaModels,11192,18000,72358,92009,3.7395e-5,0.000324694,3.6729e-5,0.000254587,0.000275089,NaN,NaN,NaN,0.010840821,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case1803_snem.m,pglib_opf_case1803_snem.m,ExaModels,15246,24975,100720,128441,3.7524e-5,0.000326501,3.7017e-5,0.00025265,0.000273192,NaN,NaN,NaN,0.013524206,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case1888_rte.m,pglib_opf_case1888_rte.m,ExaModels,14480,23382,92902,117923,3.5506e-5,0.000312044,3.5506e-5,0.000253558,0.000274879,NaN,NaN,NaN,0.013199531,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case1951_rte.m,pglib_opf_case1951_rte.m,ExaModels,15018,24026,95512,121107,3.5357e-5,0.000317856,3.5727e-5,0.000252135,0.000276736,NaN,NaN,NaN,0.013759059,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2000_goc.m,pglib_opf_case2000_goc.m,ExaModels,19008,31432,128734,164827,3.7734e-5,0.000329578,3.7029e-5,0.000252894,0.00027502,NaN,NaN,NaN,0.016264864,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2312_goc.m,pglib_opf_case2312_goc.m,ExaModels,17128,28028,110742,140647,3.5226e-5,0.000322486,3.5659e-5,0.000255064,0.000273559,NaN,NaN,NaN,0.015499552,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2383wp_k.m,pglib_opf_case2383wp_k.m,ExaModels,17004,27422,107626,136260,3.5471e-5,0.000315137,3.5561e-5,0.000255845,0.000274577,NaN,NaN,NaN,0.015034367,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2736sp_k.m,pglib_opf_case2736sp_k.m,ExaModels,19088,31092,121566,153987,3.7693e-5,0.000318948,3.6714e-5,0.000252643,0.000275112,NaN,NaN,NaN,0.016659637,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2737sop_k.m,pglib_opf_case2737sop_k.m,ExaModels,18988,31095,121470,153942,3.5044e-5,0.000313317,3.5573e-5,0.000255074,0.000274944,NaN,NaN,NaN,0.016507835,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2742_goc.m,pglib_opf_case2742_goc.m,ExaModels,24540,40938,166354,212903,3.5176e-5,0.000322071,3.5503e-5,0.000254214,0.000276595,NaN,NaN,NaN,0.018773532,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2746wop_k.m,pglib_opf_case2746wop_k.m,ExaModels,19582,31388,123164,155804,3.803e-5,0.00032469,3.7407e-5,0.000256024,0.000276209,NaN,NaN,NaN,0.01716654,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2746wp_k.m,pglib_opf_case2746wp_k.m,ExaModels,19520,31192,122318,154653,3.5996e-5,0.000314784,3.6208e-5,0.000256726,0.000276673,NaN,NaN,NaN,0.016955817,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,ExaModels,21822,34977,138944,176194,3.6182e-5,0.00032168,3.6375e-5,0.000254549,0.000277781,NaN,NaN,NaN,0.018270362,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,ExaModels,23028,36007,144230,182622,5.5934e-5,0.000331692,3.8456e-5,0.000253947,0.000275023,NaN,NaN,NaN,0.020127063,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,ExaModels,22090,35261,140188,177708,3.5576e-5,0.000323532,3.5731e-5,0.000253664,0.000274033,NaN,NaN,NaN,0.018522228,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,ExaModels,25086,40682,164860,210171,3.5965e-5,0.000314616,3.6142e-5,0.000253297,0.000275466,NaN,NaN,NaN,0.020238826,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,ExaModels,21082,34041,133148,168484,3.8382e-5,0.000317034,3.7266e-5,0.00025272,0.000275868,NaN,NaN,NaN,0.017644789,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,ExaModels,23238,38012,151108,192132,3.5511e-5,0.000315073,3.5874e-5,0.000253232,0.000273287,NaN,NaN,NaN,0.019767994,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,ExaModels,21608,35212,137494,174127,3.5393e-5,0.000316054,3.5619e-5,0.000254508,0.00027684,NaN,NaN,NaN,0.018564024,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case3375wp_k.m,pglib_opf_case3375wp_k.m,ExaModels,24350,39250,154356,195488,3.837e-5,0.000321294,3.7607e-5,0.000257932,0.000275175,NaN,NaN,NaN,0.020260405,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,ExaModels,35270,58398,237100,303128,3.5342e-5,0.000321838,3.5782e-5,0.00025388,0.000277233,NaN,NaN,NaN,0.026128456,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case4020_goc.m,pglib_opf_case4020_goc.m,ExaModels,36696,60977,248442,317971,3.5269e-5,0.000324201,3.5813e-5,0.000253395,0.000273942,NaN,NaN,NaN,0.026874549,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,ExaModels,38814,64197,258792,330375,3.835e-5,0.000337288,3.7307e-5,0.000255191,0.000277461,NaN,NaN,NaN,0.029266721,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,ExaModels,42532,70908,289210,370364,3.5632e-5,0.000327603,3.5628e-5,0.000256835,0.000276023,NaN,NaN,NaN,0.032099716,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,ExaModels,34758,55963,221320,280567,3.6224e-5,0.000316025,3.6292e-5,0.000254704,0.000277908,NaN,NaN,NaN,0.028154854,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,ExaModels,41398,68867,278168,355487,3.7661e-5,0.000334236,3.6793e-5,0.000254388,0.000277845,NaN,NaN,NaN,0.030562829,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case4917_goc.m,pglib_opf_case4917_goc.m,ExaModels,37872,61834,245870,312564,3.5859e-5,0.000319439,3.5616e-5,0.000253769,0.000273622,NaN,NaN,NaN,0.030793219,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case5658_epigrids.m,pglib_opf_case5658_epigrids.m,ExaModels,48552,80479,325202,415449,3.5964e-5,0.000331132,3.6346e-5,0.000255351,0.000278396,NaN,NaN,NaN,0.035542275,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case6468_rte.m,pglib_opf_case6468_rte.m,ExaModels,49734,82405,327608,417210,3.8306e-5,0.000337083,3.7409e-5,0.000259595,0.000276142,NaN,NaN,NaN,0.039637155,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,ExaModels,50482,82446,328504,417794,3.578e-5,0.000321519,3.6591e-5,0.000257016,0.000279145,NaN,NaN,NaN,0.040108091,CUDA-Quadro GV100,shin-compute-001
OPF-rect,pglib_opf_case6495_rte.m,pglib_opf_case6495_rte.m,ExaModels,50426,82619,328940,418451,3.614e-5,0.000321383,3.6217e-5,0.000253135,0.000276401,NaN,NaN,NaN,0.039906336,CUDA-Quadro GV100,shin-compute-001
